Công ty Cổ phần Lương thực thực phẩm Vĩnh Long,VLF
Công ty Cổ phần Lilama 69-2,L62
Công ty Cổ phần Cấp nước Bến Thành,BTW
Công Ty Cổ phần Đầu tư Sao Thái Dương,SJF
Công ty Cổ phần Sách Đại học - Dạy nghề,HEV
Công ty cổ phần Khu Công nghiệp Nam Tân Uyên,NTC
Công ty Cổ phần Đầu tư và Kinh doanh Nhà Khang Điền,KDH
Công ty TNHH Một thành viên Xây dựng Công trình Tân Cảng,XDC
Công ty Cổ phần Hàng hải Sài Gòn,SHC
Công ty Cổ phần Vận tải Xăng dầu Đường Thủy Petrolimex,PJT
Công ty Cổ phần May xuất khẩu Phan Thiết ,PTG
Công ty cổ phần The Golden Group,TGG
Công ty Cổ phần Công Nghiệp Gốm sứ Taicera ,TCR
Công ty Cổ phần Hoá An,DHA
Công ty Cổ phần Cơ điện Miền Trung (CEMC),CJC
Công ty Cổ phần Bột giặt Net,NET
Công ty Cổ phần hóa chất cơ bản Miền Nam ,CSV
Công ty cổ phần vinaconex21,V21
Công ty Cổ phần Sara Việt Nam ,SRA
Công ty Cổ phần Chợ Lạng Sơn,DKC
Công ty Cổ phần Đệ Tam,DTA
Công ty Cổ phần Tập đoàn Khải Hoàn Land,KHG
Công ty cổ phần Rạng Đông Holding,RDP
Công ty Cổ phần Đầu tư - Dịch vụ Hoàng Huy ,HHS
Công ty Cổ phần May Thanh Trì ,TTG
Công ty Cổ phần tổng hợp gỗ Tân Mai,TMW
Công ty Cổ phần Sách Giáo Dục tại TP Hà Nội,EBS
Công ty Cổ phần Thực phẩm Sao Ta ,FMC
Công ty cổ phần Pin Hà Nội,PHN
CTCP Tập đoàn F.I.T,FIT
Công ty Cổ phần Xây lắp Thừa Thiên Huế,HUB
Tổng Công ty IDICO - CTCP,IDC
Công ty cổ phần Đảm bảo giao thông đường thủy Hải Phòng,DDH
Tổng Công ty Chuyển phát nhanh Bưu điện – Công ty cổ phần,EMS
Công ty Cổ phần BCG Land,BCR
Công ty cổ phần SDP,SDP
Công ty cổ phần Tập đoàn Everland,EVG
Công ty Cổ phần Thuốc Thú y Trung ương NAVETCO,VET
Công ty Cổ phần Dịch vụ du lịch Bến Thành,BTV
Công ty Cổ phần Sông Đà 1,SD1
Công ty cổ phần Tập đoàn Vexilla Việt Nam,SVN
Công ty Cổ phần Cơ khí và Khoáng sản Hà Giang ,HGM
Công ty Cổ phần Dệt may Hoàng Thị Loan,HLT
Công ty cổ phần Cấp thoát nước Lạng Sơn,NLS
Công ty cổ phần Tập đoàn COTANA,CSC
Công ty cổ phần Đầu tư và Xây lắp Thành An 665,TA6
Công ty cổ phần Chứng khoán BOS,ART
Công ty Cổ phần Bao bì Tân Khánh An,TKA
Công ty Cổ phần Nam dược ,NDC
Công ty Cổ phần Chăn nuôi Phú Sơn,PSL
Công ty cổ phần Thủy điện A Vương,AVC
Công ty cổ phần Đầu tư Hải Phát,HPX
Công ty cổ phần Lọc – Hóa dầu Bình Sơn,BSR
Công ty Cổ phần Phát triển Khu công nghiệp Tín Nghĩa,TIP
CTCP Đầu tư và Phát triển Việt Trung Nam,VHG
Công ty cổ phần Truyền thông VMG,ABC
Công ty Cổ phần Công nghiệp Ô tô - Vinacomin,VMA
Công ty Cổ phần Đường Kon Tum ,KTS
Công ty Cổ phần Đầu tư Địa ốc Khang An,KAC
Công ty Cổ phần Đá Núi Nhỏ,NNC
Công ty Cổ phần Sách Giáo Dục tại TP Đà Nẵng,DAE
Công ty Cổ phần Chứng khoán Bảo Việt,BVS
Tổng công ty lắp máy Việt Nam - Công ty Cổ phần,LLM
Công ty Cổ phần Thủy Điện Cần Đơn,SJD
Công ty Cổ phần Sông Đà 9.06,S96
Công ty Cổ phần KASATI,KST
Công ty cổ phần Cấp nước Bà Rịa - Vũng Tàu,BWS
Tổng công ty Đức Giang - Công ty cổ phần,MGG
Công ty Cổ phần Đầu tư và Phát triển Đức Quân,FTM
Công ty cổ phần Đường sắt Hà Hải,HHR
Công ty Cổ phần Dược phẩm Tipharco,DTG
CTCP Đại Việt Group DVG,DVG
Công ty Cổ phần Đầu tư phát triển ST8,ST8
Công ty cổ phần Việt Trung Quảng Bình,VTQ
Công ty Cổ phần Khoáng sản Á Châu,AMC
Công ty Cổ phần PIV,PIV
Công ty cổ phần Nước sạch Bắc Ninh,BNW
Công ty Cổ phần thủy điện Quế Phong,QPH
Công ty Cổ phần Sông Đà 10 ,SDT
Công ty Cổ phần Bia Hà Nội - Hải Dương,HAD
Công ty cổ phần ICD Tân Cảng Sóng Thần,IST
CÔNG TY CỔ PHẦN CÔNG TRÌNH ĐÔ THỊ BẢO LỘC,DTB
Công ty Cổ phần Khoáng sản Bình Định,BMC
Công ty Cổ phần 28.1,AG1
Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam,NSC
Công ty Cổ phần Sứ kỹ thuật Hoàng Liên Sơn,HLS
Công ty Cổ phần Cơ điện lạnh,REE
Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam,VIN
Công ty Cổ phần Hoàng Anh Gia Lai,HAG
Công ty cổ phần Vật liệu Xây dựng và Trang trí nội thất Thành phố Hồ Chí Minh,CMD
CTCP Logistics Portserco,PRC
Công ty cổ phần Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,DNH
Công ty Cổ phần Phát triển hạ tầng và Bất động sản Thái Bình Dương ,PPI
Công ty cổ phần Cảng Xanh Vip,VGR
Công ty Cổ phần xuất nhập khẩu thủy sản Hà Nội,SPH
Công Ty Cổ Phần Đường Quảng Ngãi,QNS
Công ty cổ phần phát hành sách Thái Nguyên,STH
Công ty Cổ phần Hùng Vương ,HVG
CTCP Tập đoàn GCL,KDM
Công ty Cổ phần Ắc quy Tia sáng,TSB
Công ty Cổ phần Đầu tư BKG Việt Nam,BKG
Công ty Cổ phần Chế biến Gỗ Đức Thành ,GDT
Công ty Cổ phần DIC-Đồng Tiến ,DID
Công ty Cổ phần Tập đoàn HAPACO,HAP
Công ty cổ phần Cơ Khí An Giang,CKA
Công ty Cổ phần Đầu tư và Xây lắp Thành An 386,TA3
Công ty Cổ phần Chứng khoán VNDIRECT,VND
CTCP Dược Phẩm Trung ương CPC1,DP1
Công ty Cổ phần Thép Pomina,POM
Công ty Cổ phần tập đoàn Việt Thái,VTH
Công ty Cổ phần Nhiệt điện Phả Lại ,PPC
Công ty cổ phần Tập đoàn Khách sạn Đông Á,DAH
Công ty Cổ phần Dược - Trang thiết bị Y tế Bình Định (Bidiphar),DBD
Công ty Cổ phần Nông sản Thực phẩm Quảng Ngãi,APF
Công ty Cổ phần Tập đoàn PAN,PAN
Công ty Cổ phần Dịch vụ Nông nghiệp Bình Thuận,ABS
CÔNG TY CỔ PHẦN TCO HOLDINGS,TCO
Công ty Cổ phần dịch vụ hàng hóa Nội Bài ,NCT
Công ty Cổ phần Cà Phê PETEC,PCF
Công ty Cổ phần Cấp thoát nước Cần Thơ,CTW
Công ty cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS,KLF
Công ty Cổ phần Công nghệ - viễn thông ELCOM,ELC
Công ty Cổ phần Chứng khoán Rồng Việt (VDSC),VDS
Công ty Cổ phần Đầu tư cao su Đắk Lắk,DRI
Công ty Cổ phần dịch vụ tổng hợp Sài Gòn ,SVC
Tổng Công ty tư vấn thiết kế dầu khí - CTCP,PVE
Tổng Công ty Cổ phần Bảo hiểm Petrolimex ,PGI
Công ty Cổ phần DRH Holdings,DRH
Công ty Cổ phần Du lịch-Dịch vụ Hội An,HOT
Công ty Cổ phần Thủy điện Gia Lai,GHC
Công ty Cổ phần Năng lượng và Bất Động sản MCG,MCG
Công ty Cổ phần Xây dựng số 15,V15
Công ty Cổ phần DOMENAL,DMN
Công ty Cổ phần Thương mại dịch vụ tổng hợp Cảng Hải Phòng ,DVC
Công ty Cổ phần Hạ tầng Nước Sài Gòn,SII
Công ty Cổ phần Lilama 5 ,LO5
Công ty Cổ phần Cảng Đồng Nai ,PDN
Công ty Cổ phần Licogi 13,LIG
Công ty Cổ phần Sông Đà 12 ,S12
Công ty Cổ phần Thiết bị phụ tùng Sài Gòn,SMA
Công ty Cổ phần Sông Đà 1.01,SJC
Công ty Cổ phần Thép VICASA - VNSTEEL,VCA
Công ty Cổ phần Đầu tư và Xây dựng số 4,CC4
Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Lâm Đồng,LBM
Công ty cổ phần Xếp dỡ và Dịch vụ Cảng Sài Gòn,SAC
Công ty Cổ phần Thực phẩm Lâm Đồng ,VDL
Tổng Công ty Cổ phần Bảo hiểm Hàng không,AIC
Tổng Công ty Cổ phần Bảo hiểm Sài Gòn - Hà Nội,BHI
Công ty Cổ phần Đầu tư và Xây dựng VINA2,VC2
Công ty Cổ phần Thương mại và Đầu tư VI NA TA BA,VTJ
Công ty Cổ phần Công nghiệp Thủy sản,SCO
Công ty Cổ phần Đầu tư Xây dựng lắp máy IDICO,LMI
Công ty Cổ phần Sản xuất - Xuất nhập khẩu Thanh Hà ,HFX
Công ty Cổ phần Xây dựng số 11,V11
Công ty Cổ phần Phân Bón và Hóa Chất Dầu Khí Đông Nam Bộ ,PSE
Công ty cổ phần bia Sài Gòn - Nghệ Tĩnh,SB1
Công ty cổ phần Hanel Xốp nhựa,HNP
Công ty Cổ phần Nhiệt điện Bà Rịa,BTP
Công ty Cổ phần cơ khí Đông Anh Licogi,CKD
Công ty Cổ phần Thủy sản số 4 ,TS4
Công ty cổ phần Xăng dầu Dầu khí Nam Định,PND
Công ty Cổ phần Bao bì và In nông nghiệp ,INN
Tập đoàn VINGROUP - CTCP,VIC
Công ty Cổ phần Xây lắp III Petrolimex,PEN
CTCP Đầu tư Kinh doanh nhà Thành Đạt,VHH
Công ty Cổ phần Vận tải thủy - Vinacomin,WTC
Công ty Cổ phần Đại Thiên Lộc ,DTL
CÔNG TY CỔ PHẦN XÂY DỰNG ĐIỆN VNECO12,E12
Công ty Cổ phần Thủy điện Thác Mơ,TMP
Công ty Cổ phần Lilama 3 ,LM3
Công ty Cổ phần nhựa Việt Nam ,VNP
Công ty Cổ phần Xuất nhập khẩu thủy sản An Giang ,AGF
Công ty Cổ phần Cấp nước Thủ Đức,TDW
Công ty Cổ phần LOGISTICS VINALINK ,VNL
Công ty cổ phần Tập đoàn Nova Consumer,NCG
Tổng Công ty Cổ phần Đầu tư xây dựng và Thương mại Việt Nam,CTX
Công ty Cổ phần Nhựa Sài Gòn,NSG
Công ty Cổ phần Sông Đà 11,SJE
Công ty cổ phần Dược phẩm Trung Ương I - Pharbaco,PBC
Công ty Cổ phần Thông Quảng Ninh,TQN
Công ty Cổ phần Dược - Vật tư y tế Đăk Lăk ,DBM
Công ty Cổ phần Dược phẩm TV.Pharm,TVP
Công ty Cổ phần Phát triển Điện Trà Vinh,DTV
Công ty cổ phần Sông Đà 7.02,S72
CÔNG TY CỔ PHẦN VINAPRINT,VPR
CÔNG TY CỔ PHẦN TƯ VẤN VÀ DỊCH VỤ VIETTEL,VTK
Tổng Công ty cổ phần Sản xuất – Xuất nhập khẩu Bình Dương,PRT
Công ty Cổ phần Cấp nước Gia Định,GDW
Công ty Cổ phần Đầu tư phát triển - Xây dựng (DIC) số 2,DC2
Công ty cổ phần Dược - Vật tư Y tế Nghệ An,NTF
Công ty cổ phần quốc tế Holding,LMH
Công ty Cổ phần AAV Group,AAV
Công ty Cổ phần Viễn thông FPT,FOX
Công ty cổ phần Dược liệu và Thực phẩm Việt Nam,VHE
Công ty cổ phần Vận tải Đường sắt Sài Gòn,SRT
Công ty Cổ phần Khoáng sản Bắc Kạn ,BKC
Công ty Cổ phần SCI,S99
Công ty Cổ phần Giống cây trồng miền Nam ,SSC
Công ty cổ phần Tập đoàn Xây lắp 1 - Petrolimex,PCC
Công ty cổ phần Đầu tư Năng lượng Đại Trường Thành Holdings,DTE
Công ty Cổ phần Dược Danapha,DAN
Công ty Cổ phần Alphanam E&amp;C,AME
Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh ,CII
CÔNG TY CỔ PHẦN TẬP ĐOÀN HOÀNG KIM TÂY NGUYÊN,CTC
Công ty Cổ phần Dược phẩm Trung ương Vidipha,VDP
Công ty Cổ phần Viglacera Tiên Sơn ,VIT
Công ty Cổ phần Tập đoàn Thiên Quang,ITQ
Công ty Cổ phần Bibica,BBC
Công ty Cổ phần Chè Biển Hồ,BHG
Công ty Cổ phần Tân Cảng Quy Nhơn,QSP
Công ty Cổ phần Viglacera Hạ Long,VHL
Công ty Cổ phần Cát Lợi,CLC
Công ty Cổ phần May Bình Minh,BMG
Công ty Cổ phần Đóng tàu Sông Cấm,SCY
Công ty Cổ phần Thống Nhất,BAX
Công ty Cổ phần Dược phẩm Trung ương 2,DP2
Công ty Cổ phần Xăng dầu Dầu khí Thái Bình,POB
Công ty Cổ phần Vật tư Tổng hợp và Phân bón Hóa sinh,HSI
Công ty Cổ phần Công nghiệp Tung Kuang,TKU
Công ty cổ phần Bao bì Hoàng Thạch,BBH
Công ty Cổ phần Bảo hiểm Ngân hàng Nông nghiệp (ABIC) ,ABI
Công ty cổ phần Đầu tư và Xây dựng Xuân Mai,XMC
Công ty Cổ phần Tập đoàn Giáo dục Trí Việt,CAR
Công ty cổ phần Đầu tư Nước sạch Sông Đà,VCW
Công ty Cổ phần Bao bì Tân Tiến,TTP
Công ty Cổ phần Cảng Cửa Cấm Hải Phòng,CCP
Công ty Cổ phần Đầu tư CMC ,CMC
Công ty cổ phần Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,PTX
Công ty cổ phần Địa ốc Tân Bình,TBR
Công ty Cổ phần In Tổng hợp Bình Dương,IBD
Công ty Cổ phần Xây lắp và Sản xuất công nghiệp,CIP
Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Hưng Long,KHL
Công ty Cổ phần ILA,ILA
Công ty cổ phần May Quốc Tế Thắng Lợi,TLI
CÔNG TY CỔ PHẦN SỮA QUỐC TẾ,IDP
Công ty Cổ phần Cấp nước Nam Định,NDW
Công ty Cổ phần Du lịch Đồng Nai,DNT
Công ty Cổ phần Hưng Đạo Container ,HDO
Công ty Cổ phần Du lịch Thành Thành Công,VNG
Công ty Cổ phần Phát triển đô thị và khu công nghiệp cao su Việt Nam,VRG
CÔNG TY CỔ PHẦN KIM LOẠI MÀU NGHỆ TĨNH,KLM
Công ty Cổ phần Tập đoàn Vinacontrol,VNC
Công ty Cổ phần Dầu khí Đông Đô,PFL
Công ty cổ phần Tập đoàn Truyền thông và Giải trí ODE,ODE
Công ty Cổ phần Xây lắp Dầu khí miền Trung ,PXM
Tổng công ty Máy Động lực và Máy Nông nghiệp Việt Nam – CTCP,VEA
